Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
FarMart,$2.40,27/05/2021,India,Agritech,Pre-Series A,https://inc42.com/buzz/b2b-agritech-startup-farmart-bags-2-4-mn-from-omidyar-avaana/,Omidyar Network India;Avaana Capital for product development;Indian Angel Network;LetsVenture
Mn,$303.00,29/05/2021,India,Fintech,Series C,https://inc42.com/infocus/funding-galore/funding-galore-from-fareye-to-fancode-553-mn-raised-by-indian-startups-may-24-29/,Japanese conglomerate SoftBank;Sodexo
Jai Kisan,$30.00,31/05/2021,India,Fintech,Pre-Series A,https://inc42.com/buzz/jai-kisan-bags-30-mn-funding-amid-big-push-for-rural-lending/,Mirae Asset;Arkam;Syngenta Ventures;Blume;Arkam Ventures;NABARD-backed NABVENTURES;Prophetic Ventures;Better Capital;NABVENTURES
Locus,$50.00,02/06/2021,India,Logistics,Series C,https://inc42.com/buzz/locus-raises-usd-fifty-mn-in-series-c-funding-led-by-gic/,Singapore's sovereign wealth fund GIC;Singapore’s sovereign wealth fund GIC;Qualcomm Ventures LLC;Tiger Global;Falcon Edge;Amrish Rau;CEO of Pine Labs;Kunal Shah;CEO of CRED;Raju Reddy;Deb Deep Sengupta;MD;SAP South Asia
Plum,$15.00,31/05/2021,Bengaluru,E-commerce,Series A,https://inc42.com/buzz/plum-bags-15-mn-from-tiger-global-in-series-a-round-will-build-insurance-products-for-smes/,Tiger Global to build insurance products for small;Sequoia Capital India’s accelerator programme Surge;Tanglin Venture Partners;Incubate Fund;Gemba Capital
Delhivery,$277.00,31/05/2021,Gurugram,Logistics,,https://inc42.com/buzz/delhivery-raises-277-mn-funding-ahead-of-ipo-led-by-fidelity/,Fidelity;Boston-headquartered investment firm Fidelity
IPO-bound Delhivery,$277.00,30/05/2021,Gurugram,Logistics,Pre-IPO,https://entrackr.com/2021/05/exclusive-ipo-bound-delhivery-raises-277-mn-led-by-fidelity/,Fidelity
Crejo.Fun,$3.00,02/06/2021,India,Edtech,Seed,https://yourstory.com/2021/06/crejofun-seed-funding-matrix-partners-binny-bansal-021-edtech-startup,Matrix Partners India;Binny Bansal's 021 Capital;021 Capital;Khosla Ventures;Flipkart Co-founder
LambdaTest,$16.00,02/06/2021,India,General,Series B,https://yourstory.com/2021/06/startup-funding-lambdatest-series-b-sequoia-capital-india,Sequoia Capital India;Telstra Ventures;MENA region investor Wamda Capital;Blume Ventures;Leo Capital
MYBYK,$1.00,02/06/2021,Ahmedabad,EV & Mobility,Pre-Series A,https://yourstory.com/2021/06/funding-alert-bicycle-sharing-startup-mybyk-avon-cycles,
Delhivery,$275.00,01/06/2021,India,Logistics,,https://yourstory.com/2021/06/startup-news-and-updates-daily-roundup-june-1-2021,Boston-headquartered investment firm Fidelity Management;Research Company
Breathe Well-being,$1.00,01/06/2021,Gurugram,Healthtech,Pre-Series A,https://yourstory.com/2021/06/funding-alert-breathe-well-being-raises-1million-dollar,3one4 Capital;Ashish Gupta
Avishkaar,$0.60,01/06/2021,New Delhi,Edtech,Pre-Series A,https://yourstory.com/2021/06/funding-edtech-startup-avishkaar-pre-series-a-mumbai-angels,
Disruptium,$15.60,31/05/2021,Ahmedabad,General,Series A,https://yourstory.com/2021/05/funding-ahmedabad-disruptium-consultancy-platform-for-startups,Tiger Global
Mensa Brands,$50.00,31/05/2021,India,Edtech,Series A,https://yourstory.com/2021/05/ananth-narayanan-mensa-brands-raises-series-a-round,Accel Partners
Convin,$0.30,31/05/2021,Bengaluru,General,Pre-Seed,https://yourstory.com/2021/05/conversation-intelligence-platform-startup-convin-raises-pre-seed-round,Titan capital;9Unicorns
Klassroom Edutech,$15.60,31/05/2021,Mumbai,Edtech,Pre-Series A,https://yourstory.com/2021/05/funding-edtech-startup-klassroom-edutech-pre-series-a-ah-ventures,Tiger Global
FanCode,$50.00,28/05/2021,India,General,,https://yourstory.com/2021/05/funding-alert-fancode-50-million-dollars-dream-sports,
Cellestial,$35.00,28/05/2021,Hyderabad,EV & Mobility,Pre-Series A,https://yourstory.com/2021/05/funding-alert-electric-tractor-startup-cellestial,
Kodo,$8.75,27/05/2021,Mumbai,Fintech,Seed,https://yourstory.com/2021/05/funding-fintech-startup-kodo-seed-round-brex-y-combinator-goat-capital,Accel Partners;Lightspeed Ventures
Yalo,$50.00,27/05/2021,India,EV & Mobility,Series C,https://yourstory.com/2021/05/funding-social-ecommerce-startup-yalo-raises-50m-seriesc-b-capital-group,B Capital Group
Clensta,$0.60,27/05/2021,Delhi,D2C,Debt,https://yourstory.com/2021/05/funding-clensta-raises-5-cr-from-n1-capital,Sprout Venture Partners;IIT Delhi
SmartCommute,,27/05/2021,India,Mobility,Acquisition,https://inc42.com/buzz/electric-vehicles-this-week-lithium-urbans-acquisition-okinawas-investment-more/,Lithium Urban Technologies
Get My Parking,$6.00,28/05/2021,Bengaluru,Mobility,,https://inc42.com/buzz/get-my-parking-raises-6-mn-from-ivycap-to-tap-global-smart-parking-opportunity/,IvyCap Ventures;IAN Fund
BigBasket,$200.00,28/05/2021,Bengaluru,Consumer Services,Acquisition,https://inc42.com/buzz/bigbasket-board-approves-acquisition-by-tata-group/,Tata Digital
FlipItNews,$2.16,02/06/2021,Delhi-NCR,Fintech,Seed,https://inc42.com/buzz/investment-tech-platform-flipitnews-raises-inr-18-cr-in-seed-funding/,
Urban Company,$255.00,02/06/2021,Gurugram,Consumer Services,Series F,https://inc42.com/buzz/urban-company-is-indias-latest-unicorn-startup-after-188-mn-series-f/,Prosus Ventures;Dragoneer;Wellington Management;Vy Capital;Tiger Global;Steadview
Dockabl,,02/06/2021,India,Enterprise Tech,Acquisition,https://inc42.com/buzz/binny-bansal-founded-xto10x-acquires-hr-tech-platform-dockabl/,xto10x
Fable Fintech,,02/06/2021,Mumbai,Fintech,Series A,https://inc42.com/buzz/paytm-backed-fable-fintech-raises-series-a-funding/,Pentathlon Ventures;Ashish Kacholia;Lashit Sanghvi;Sumeet Kanwar;Paytm;Infibeam Avenues
PagarBook,$4.40,02/06/2021,Bengaluru,HR Tech,Series A,https://entrackr.com/2021/06/exclusive-pagarbooks-valuation-crosses-100-mn-after-fresh-funding/,MV Opportunities India;A$AP Capital;AngelList;PA Fund I (Silicon Valley Bank)
Koo,$28.50,27/05/2021,India,Social Media,Series B,https://entrackr.com/2021/05/a-look-at-koos-series-b-round-shareholding-and-esop-structure/,Tiger Global;IIFL;3one4 Capital;Kalaari Capital;Accel Partners;Dream Incubator;Rebrook PTE;Mirae Assets
Good Health Clinic,$5.20,02/06/2021,Hyderabad,Healthtech,,https://yourstory.com/2021/06/funding-alert-digi-prex-ghc-raises-52-million-khosla-ventures,Khosla Ventures;Quiet Capital;W Health Ventures;Weekend Fund
Gympik Health Solutions,,02/06/2021,India,Fitness,Acquisition,https://yourstory.com/2021/06/roundglass-acquires-fitness-discovery-platform-gympik-health-solutions,RoundGlass
Almo,,01/06/2021,Gurugram,D2C,Seed,https://yourstory.com/2021/06/funding-alert-d2c-mens-essential-wear-brand-almo-seed-round,AngelList India;Arjun Vaidya;Piyush Shah;Muralikrishnan;Nitin Gupta;Rohit Chanana
GalaxEye,,01/06/2021,Chennai,Spacetech,Pre-Seed,https://yourstory.com/2021/06/funding-spacetech-startup-galaxeye-pre-seed-round-speciale-invest,Speciale Invest
Jobsgaar Technologies,$0.14,01/06/2021,New Delhi,Jobs,Seed,https://yourstory.com/2021/06/funding-startup-jobsgaar-sucseed-indovation-fund,SucSEED Indovation Fund;Rohit Chanana;Jasminder Singh Gulati;Poonam Kaul;Sunil Kamath
Accio Robotics,,31/05/2021,India,Robotics,Undisclosed,https://yourstory.com/2021/05/funding-alert-accio-robotics-startup-100x-vc,Uday Sodhi;Jignesh Kenia;Utpal Doshi;Girish Jain;Pankaj Bhargava
ThatMate,$0.14,31/05/2021,Pune,Healthtech,,https://yourstory.com/2021/05/funding-pune-sexual-mental-wellness-app-teens-thatmate-angel-round,Rebalance Angel Community;MeitY;Premanshu Singh;Devendra Rane;Kanti Prabha
FastNext,,28/05/2021,Bengaluru,HR Tech,Acquisition,https://yourstory.com/2021/05/ansrs-talent500-acquires-ai-recruitment-startup-fastnext-transforming-global-hiring,Talent500;ANSR
Get My Parking,$60.00,27/05/2021,Bengaluru,Mobility,,https://yourstory.com/2021/05/funding-mobility-startup-get-my-parking-raises-6m-ivycap-ventures-ian-fund,IvyCap Ventures;IAN Fund
Polygon,,27/05/2021,Bengaluru,Blockchain,Undisclosed,https://yourstory.com/2021/05/billionaire-investor-mark-cuban-invests-indian-crypto-startup-polygon,Mark Cuban
Atlan,$16.00,27/05/2021,India,SaaS,Series A,https://yourstory.com/2021/05/jobs-roundup-atlan-data-democratisation-startup,Insight Partners;Sequoia Capital India Surge;Waterbridge Ventures
